season,daynum,hometeam,awayteam,home_open,home_close1,away_close1,home_close2,away_close2,home_close3,away_close3,home_close4,away_close4,home_close5,away_close5,home_close6,away_close6,home_close7,away_close7,home_close8,away_close8,home_close9,away_close9,home_close10,away_close10
2011,124,1451,1186,10,11,-11,11.5,-11.5,11,-11,11,-11,11,-11,11,-11,11.5,-11.5,,,,,,
2011,124,1451,1186,10,11,-11,11.5,-11.5,11,-11,11,-11,11,-11,11,-11,11.5,-11.5,,,,,,
2011,124,1452,1257,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,124,1452,1257,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,125,1110,1248,8,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,7,-7,,,,,,
2011,125,1130,1448,17,16.5,-16.5,16.5,-16.5,17,-17,16.5,-16.5,16.5,-16.5,16.5,-16.5,16.5,-16.5,,,,,,
2011,125,1137,1250,10.5,9,-9,8.5,-8.5,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,9,-9,,,,,,
2011,125,1236,1355,-7,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-5,5,-4.5,4.5,,,,,,
2011,125,1237,1282,8,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,8,-8,,,,,,
2011,125,1278,1336,5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,,,,,,
2011,125,1326,1458,7.5,8,-8,8,-8,8,-8,8,-8,8.5,-8.5,8,-8,7.5,,,,,,,
2011,125,1397,1246,-1,-1.5,1.5,-1.5,1.5,-1,1,-1.5,1.5,-1.5,1.5,-1,1,-1.5,1.5,,,,,,
2011,126,1158,1459,-1,-1,1,1,-1,-1,1,-1.5,1.5,,,,,,,,,,,,
2011,126,1233,1389,8,9,-9,9,-9,9,-9,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,,,,,,
2011,126,1292,1114,4,5,-5,4.5,-4.5,5,-5,4.5,-4.5,4.5,-4.5,5,-5,4.5,-4.5,,,,,,
2011,126,1324,1355,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,126,1330,1433,4,4.5,-4.5,4.5,-4.5,4,-4,4,-4,4.5,-4.5,,,,,,,,,,
2011,126,1331,1237,1.5,2,-2,2,-2,2,-2,2,-2,1.5,-1.5,2,-2,2,-2,,,,,,
2011,126,1388,1211,-2,-2.5,2.5,-2,2,-2,2,-2,2,-2.5,2.5,-2,2,-2,2,,,,,,
2011,126,1443,1317,-1,1.5,-1.5,1.5,-1.5,1.5,-1.5,1,-1,1.5,-1.5,,,,,,,,,,
2011,127,1103,1185,13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,13,-13,13,-13,13,-13,,,,,,
2011,127,1132,1296,8,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,,,,,,,,,,
2011,127,1138,1141,13.5,12.5,-12.5,12.5,-12.5,13,-13,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,,,,,,
2011,127,1163,1177,16,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,15,-15,15,-15,14.5,-14.5,,,,,,
2011,127,1175,1354,4,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,,,,,,
2011,127,1203,1386,7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,,,
2011,127,1266,1344,8,7,-7,7,-7,7,-7,7,-7,7.5,-7.5,7,-7,7,-7,,,,,,
2011,127,1269,1173,-1.5,-2,2,-2,2,-1.5,1.5,-1.5,1.5,-2,2,-2,2,-1.5,1.5,,,,,,
2011,127,1285,1451,3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,,,,,,
2011,127,1294,1319,4.5,5,-5,5,-5,5,-5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,,,
2011,127,1317,1114,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3,-3,,,,,,,,
2011,127,1324,1331,5.5,5,-5,5,-5,5,-5,5,-5,4.5,-4.5,5,-5,4.5,-4.5,,,,,,
2011,127,1325,1405,19,19.5,-19.5,19.5,-19.5,19.5,-19.5,19.5,-19.5,19.5,-19.5,19.5,-19.5,19,-19,,,,,,
2011,127,1335,1343,-2,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,,,,,,,,
2011,127,1348,1387,4,4,-4,4,-4,4,-4,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,,,
2011,127,1371,1353,3.5,4.5,-4.5,4,-4,4,-4,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,,,,,,
2011,127,1382,1247,5.5,4,-4,4,-4,4,-4,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,,,,,,
2011,127,1437,1378,9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2011,127,1454,1139,-3,-4,4,-3.5,3.5,-4,4,-3.5,3.5,-4,4,-4,4,-3.5,3.5,,,,,,
2011,128,1390,1333,3.5,3.5,,,,,,,,,,,,,,,,,,,
2011,129,1106,1105,1.5,3.5,-3.5,3,-3,3,-3,3,-3,3.5,-3.5,3,-3,,,,,,,,
2011,129,1112,1333,10.5,11.5,-11.5,11.5,-11.5,11,-11,11.5,-11.5,11,-11,11,-11,10.5,-10.5,,,,,,
2011,129,1130,1448,13,12.5,-12.5,13,-13,13,-13,12.5,-12.5,12.5,-12.5,13,-13,13,-13,,,,,,
2011,129,1140,1395,16,16.5,-16.5,17,-17,16.5,-16.5,17,-17,16.5,-16.5,16.5,-16.5,,,,,,,,
2011,129,1161,1307,-2,-4,4,-3.5,3.5,-3.5,3.5,-3.5,3.5,-4,4,-3.5,3.5,-3.5,3.5,,,,,,
2011,129,1164,1313,3.5,2.5,-2.5,3,-3,3,-3,,,,,,,,,,,,,,
2011,129,1208,1120,11,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,,,,,,
2011,129,1225,1363,2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,2,-2,,,,,,
2011,129,1242,1329,14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,15,-15,14.5,-14.5,,,,,,
2011,129,1243,1160,5.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2011,129,1257,1266,4,3.5,-3.5,3.5,-3.5,3.5,-3.5,3,-3,3,-3,3.5,-3.5,,,,,,,,
2011,129,1268,1301,4.5,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,,,,,,,,
2011,129,1270,1402,2,2,-2,2,-2,2,-2,2,-2,2,-2,1.5,-1.5,,,,,,,,
2011,129,1272,1379,-3,-3,3,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3,3,,,,,,,,,,
2011,129,1279,1376,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,5,-5,,,,,,
2011,129,1288,1299,2,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,,,,,
2011,129,1290,1212,2,2.5,-2.5,3,-3,2.5,-2.5,3,-3,,,,,,,,,,,,
2011,129,1308,1305,1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2011,129,1323,1153,2,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,,,,,,,,
2011,129,1338,1163,5.5,5.5,-5.5,5.5,-5.5,5,-5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,129,1358,1427,4,7,-7,6.5,-6.5,7,-7,6.5,-6.5,,,,,,,,,,,,
2011,129,1361,1428,14.5,15.5,-15.5,15.5,-15.5,15.5,-15.5,15.5,-15.5,15.5,-15.5,16,-16,,,,,,,,
2011,129,1393,1385,1.5,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,2.5,-2.5,,,,,,
2011,129,1397,1116,5.5,6.5,-6.5,6.5,-6.5,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,,,,,,
2011,129,1400,1328,14,13.5,-13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,13.5,-13.5,,,,,,,,
2011,129,1401,1281,-3.5,-2.5,2.5,-2.5,2.5,-3,3,-3,3,-3,3,-3,3,-2.5,2.5,,,,,,
2011,129,1409,1349,5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4,-4,,,,,,
2011,129,1412,1187,8,7,-7,7,-7,7.5,-7.5,7,-7,7,-7,7.5,-7.5,7.5,-7.5,,,,,,
2011,129,1417,1332,8.5,8,-8,7.5,-7.5,7.5,-7.5,8,-8,8,-8,,,,,,,,,,
2011,129,1424,1102,13.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,13,-13,,,,,,
2011,129,1425,1143,3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,,,
2011,129,1431,1267,5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,,,,,,
2011,129,1435,1261,13.5,14,-14,14,-14,13.5,-13.5,13.5,-13.5,13.5,-13.5,,,,,,,,,,
2011,129,1439,1210,5.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4,-4,,,,,,,,
2011,129,1449,1450,5.5,5.5,-5.5,5.5,-5.5,6,-6,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,130,1112,1425,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,,,,,,
2011,130,1126,1288,-2,-1.5,1.5,-2,2,-2.5,2.5,-2,2,-2,2,-2,2,-2,2,,,,,,
2011,130,1137,1248,9.5,9,-9,9,-9,8.5,-8.5,8.5,-8.5,9,-9,9,-9,9,-9,,,,,,
2011,130,1140,1307,5,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,,,,,,
2011,130,1155,1130,3.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,130,1169,1364,-4,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,,,,,,,,,,
2011,130,1181,1268,9.5,9,-9,9,-9,9,-9,9,-9,9,-9,9,-9,9.5,-9.5,,,,,,
2011,130,1196,1397,3.5,3.5,-3.5,3.5,-3.5,4,-4,4,-4,4,-4,3.5,-3.5,3.5,-3.5,,,,,,
2011,130,1199,1439,-1.5,-2,2,-2,2,-2,2,-2,2,-2.5,2.5,-2,2,-2,2,,,,,,
2011,130,1214,1313,6.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,,,,,,
2011,130,1238,1212,6,8,-8,8,-8,8,-8,8,-8,7.5,-7.5,8,-8,8,-8,,,,,,
2011,130,1242,1160,12,12,-12,12,-12,12,-12,12,-12,12,-12,12,-12,12,-12,,,,,,
2011,130,1245,1123,5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,,,,,,
2011,130,1246,1279,9.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,8.5,-8.5,9,-9,8.5,-8.5,9,-9,,,,,,
2011,130,1253,1415,9,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,,,,,,
2011,130,1272,1187,3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,4,-4,,,,,,
2011,130,1276,1228,-3.5,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,,,,,,
2011,130,1280,1435,-5,-6.5,6.5,-6.5,6.5,-6,6,-6.5,6.5,-6.5,6.5,-5.5,5.5,-5.5,5.5,,,,,,
2011,130,1323,1257,1,2,-2,2,-2,1.5,-1.5,1.5,-1.5,1.5,-1.5,2,-2,1.5,-1.5,,,,,,
2011,130,1326,1321,13,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,12,-12,12,-12,11.5,,,,,,,
2011,130,1345,1277,7.5,7,-7,6.5,-6.5,7,-7,7,-7,7,-7,6.5,-6.5,6.5,-6.5,,,,,,
2011,130,1388,1451,15.5,15,-15,15,-15,15,-15,15,-15,14.5,-14.5,15,-15,15,-15,,,,,,
2011,130,1393,1163,3,4,-4,4,-4,4,-4,4,-4,4,-4,4,-4,3.5,-3.5,,,,,,
2011,130,1400,1401,6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6,-6,6.5,-6.5,6,-6,6,-6,,,,,,
2011,130,1411,1106,4,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1.5,-1.5,,,,,,
2011,130,1429,1363,14,13.5,-13.5,14,-14,13.5,-13.5,13.5,-13.5,14,-14,13.5,-13.5,14,-14,,,,,,
2011,130,1431,1409,6,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,5.5,-5.5,,,,,,
2011,130,1444,1103,-2.5,-2,2,-2,2,-2,2,-2,2,-2.5,2.5,-2,2,-2,2,,,,,,
2011,130,1449,1332,9,8,-8,8,-8,8,-8,8,-8,8.5,-8.5,8,-8,8,-8,,,,,,
2011,130,1458,1336,7,7,-7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,,,,,,
2011,131,1104,1246,-6.5,-6,6,-6.5,6.5,-6,6,-6,6,-6.5,6.5,-6.5,6.5,-6.5,6.5,,,,,,
2011,131,1106,1212,3.5,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,,,,,,
2011,131,1112,1449,-3,-3,3,-3,3,-3,3,-3,3,-3,3,-3.5,3.5,-3,3,,,,,,
2011,131,1131,1392,10,6.5,-6.5,6.5,-6.5,6,-6,6.5,-6.5,6.5,-6.5,6,-6,6,-6,,,,,,
2011,131,1140,1361,-1,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,3,,,,,,
2011,131,1173,1386,5.5,6.5,-6.5,6,-6,6,-6,6,-6,6.5,-6.5,6,-6,6,-6,,,,,,
2011,131,1181,1439,8,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2011,131,1196,1435,3,3,-3,3,-3,3,-3,3,-3,3,-3,3.5,-3.5,3,-3,,,,,,
2011,131,1214,1288,1,3.5,-3.5,3.5,-3.5,3,-3,3,-3,3.5,-3.5,3,-3,2.5,-2.5,,,,,,
2011,131,1242,1400,4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,131,1245,1103,1,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,,,,,,
2011,131,1253,1364,3,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,131,1257,1163,1,3,-3,3,-3,3,-3,3,-3,3,-3,3,-3,2.5,-2.5,,,,,,
2011,131,1270,1427,3,2.5,-2.5,2.5,-2.5,2.5,-2.5,3,-3,2.5,-2.5,2.5,-2.5,2.5,-2.5,,,,,,
2011,131,1314,1155,5.5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5.5,-5.5,,,,,,
2011,131,1326,1276,12,10,-10,10,-10,10,-10,10,-10,10,-10,10,-10,10.5,-10.5,,,,,,
2011,131,1336,1277,-2.5,-4,4,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,,,,,,
2011,131,1343,1217,-2,-3,3,-3,3,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,,,,,,
2011,131,1396,1350,2.5,4,-4,3.5,-3.5,4,-4,3.5,-3.5,3.5,-3.5,4,-4,3.5,-3.5,,,,,,
2011,131,1429,1129,6,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,7,-7,7,-7,,,,,,
2011,131,1431,1272,2.5,5,-5,5,-5,5,-5,5,-5,5,-5,4.5,-4.5,5.5,-5.5,,,,,,
2011,132,1196,1246,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1.5,1.5,,,,,,,,
2011,132,1314,1181,-3,-4.5,4.5,-4.5,4.5,-4,4,-4,4,-4.5,4.5,-4,4,-4.5,4.5,,,,,,
2011,132,1326,1336,10,10,-10,10,-10,10.5,-10.5,10,-10,10,-10,10,-10,10.5,,,,,,,
2011,132,1350,1173,3.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,133,1346,1138,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1.5,-1.5,1,-1,1,-1,1,-1,,,,,,
2011,134,1102,1315,15.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,14.5,-14.5,,,,,,
2011,134,1104,1157,12.5,12,-12,12,-12,12,-12,11.5,-11.5,12,-12,12,-12,12,-12,,,,,,
2011,134,1129,1122,7.5,9,-9,9.5,-9.5,9,-9,9,-9,9,-9,9,-9,9.5,-9.5,,,,,,
2011,134,1156,1436,11,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,,,,,,
2011,134,1158,1173,5,6,-6,6,-6,6,-6,6,-6,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,134,1161,1193,6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6,-6,6.5,-6.5,,,,,,
2011,134,1166,1363,10,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,,,,,,
2011,134,1172,1241,1,2,-2,2.5,-2.5,2.5,-2.5,2.5,-2.5,2.5,-2.5,2,-2,2.5,-2.5,,,,,,
2011,134,1187,1239,8,7.5,-7.5,7,-7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,,,,,,
2011,134,1190,1202,4,5,-5,5,-5,6,-6,5,-5,5.5,-5.5,5,-5,4.5,-4.5,,,,,,
2011,134,1191,1220,2,2.5,-2.5,2,-2,2.5,-2.5,2.5,-2.5,2,-2,3,-3,,,,,,,,
2011,134,1218,1339,1.5,2.5,-2.5,2,-2,2.5,-2.5,2,-2,2,-2,,,,,,,,,,
2011,134,1267,1325,7.5,7,-7,6.5,-6.5,7,-7,7,-7,7,-7,6.5,-6.5,7,-7,,,,,,
2011,134,1270,1130,-5.5,-5.5,5.5,-5,5,-5,5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,,,,,,
2011,134,1283,1293,7,9,-9,9,-9,9,-9,9,-9,8,-8,,,,,,,,,,
2011,134,1307,1431,5.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6.5,-6.5,6,-6,6.5,-6.5,,,,,,
2011,134,1320,1351,4.5,6,-6,6,-6,6,-6,6,-6,6,-6,6.5,-6.5,,,,,,,,
2011,134,1329,1217,6,5,-5,5,-5,5,-5,5.5,-5.5,5,-5,5,-5,5.5,-5.5,,,,,,
2011,134,1365,1319,4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,134,1388,1245,10.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,12,-12,11.5,-11.5,,,,,,
2011,135,1143,1279,3.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,135,1160,1411,21.5,19.5,-19.5,19.5,-19.5,19,-19,19,-19,19,-19,19,-19,19,-19,,,,,,
2011,135,1321,1454,10,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2011,135,1332,1451,10.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,10,-10,9.5,-9.5,10,-10,,,,,,
2011,135,1362,1225,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,135,1374,1331,3.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,135,1416,1382,5.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,8,-8,7.5,-7.5,8,-8,7.5,-7.5,,,,,,
2011,135,1439,1126,22,21,-21,20.5,-20.5,20.5,-20.5,20.5,-20.5,21,-21,20.5,-20.5,21,-21.5,,,,,,
2011,135,1444,1399,5.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,7,-7,,,,,,
2011,135,1450,1253,9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2011,135,1455,1304,4.5,6,-6,6,-6,5.5,-5.5,5.5,-5.5,6,-6,6,-6,5,-5,,,,,,
2011,136,1338,1421,17.5,18.5,-18.5,18.5,-18.5,18,-18,18,-18,18,-18,18,-18,17.5,-17.5,,,,,,
2011,136,1452,1155,1.5,2,-2,2,-2,2.5,-2.5,2,-2,2,-2,2,-2,2.5,-2.5,,,,,,
2011,137,1160,1143,5.5,6,-6,6,-6,6,-6,6,-6,6.5,-6.5,6,-6,5.5,-5.5,,,,,,
2011,137,1207,1433,4.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,137,1326,1427,21.5,25.5,-25.5,25.5,-25.5,24.5,-24.5,25.5,-25.5,25,-25,24.5,-24.5,24.5,-24.5,,,,,,
2011,137,1365,1102,4,5.5,-5.5,5,-5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5,-5,5,-5,,,,,,
2011,138,1130,1321,5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,138,1140,1211,1,1,-1,1,-1,1,-1,1,-1,1,-1,1.5,-1.5,1,-1.5,,,,,,
2011,138,1156,1158,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4,-4,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,138,1163,1153,2.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,138,1196,1417,5,4.5,-4.5,5,-5,5,-5,4.5,-4.5,5,-5,5.5,-5.5,5.5,-5.5,,,,,,
2011,138,1218,1362,4.5,6.5,-6.5,6.5,-6.5,6,-6,6,-6,6,-6,,,,,,,,,,
2011,138,1246,1452,3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,,,,,,
2011,138,1338,1139,7.5,8,-8,8,-8,8,-8,8,-8,7.5,-7.5,7.5,-7.5,7.5,-7.5,,,,,,
2011,138,1350,1287,4,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,138,1361,1396,5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5,-5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,138,1374,1239,5,5.5,-5.5,6,-6,6,-6,6,-6,6,-6,6,-6,5.5,-5.5,,,,,,
2011,138,1444,1138,1,1,-1,-1,1,1,-1,1.5,-1.5,,,,,,,,,,,,
2011,138,1458,1243,2.5,3.5,-3.5,3.5,-3.5,3.5,-3.5,3,-3,3.5,-3.5,3,-3,3.5,-3.5,,,,,,
2011,139,1181,1276,11.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,12.5,-12.5,,,,,,
2011,139,1193,1245,3.5,5,-5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5,-5,5.5,-5.5,,,,,,
2011,139,1242,1228,8.5,8,-8,8,-8,8,-8,8,-8,8,-8,7.5,-7.5,,,,,,,,
2011,139,1314,1449,4,3.5,-3.5,4,-4,3.5,-3.5,3.5,-3.5,4,-4,3.5,-3.5,3.5,-3.5,,,,,,
2011,139,1323,1199,5.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,5,-5,4.5,-4.5,4.5,-4.5,,,,,,,,
2011,139,1326,1206,10.5,11.5,-11.5,11.5,-11.5,11.5,-11.5,11,-11,11.5,-11.5,11,-11,11.5,-11.5,,,,,,
2011,139,1345,1433,9,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,,,,,,
2011,139,1393,1266,4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,4.5,-4.5,,,,,,
2011,139,1400,1112,6,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,,,,,,
2011,139,1439,1455,4.5,6,-6,6,-6,5,-5,6,-6,5.5,-5.5,5,-5,4.5,-4.5,,,,,,
2011,140,1104,1307,4.5,7,-7,6.5,-6.5,6.5,-6.5,6.5,-6.5,7,-7,6.5,-6.5,6.5,-6.5,,,,,,
2011,140,1129,1191,10,9.5,-9.5,9.5,-9.5,9.5,-9.5,9,-9,9.5,-9.5,10,-10,9.5,-9.5,,,,,,
2011,140,1166,1172,7,7,-7,7,-7,7,-7,7,-7,7,-7,7,-7,7.5,-7.5,,,,,,
2011,140,1320,1374,7,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7.5,-7.5,7,-7,7.5,-7.5,,,,,,
2011,140,1416,1348,4.5,6,-6,6,-6,5.5,-5.5,5.5,-5.5,5.5,-5.5,5.5,-5.5,6,-6,,,,,,
2011,140,1450,1329,5.5,7,-7,7,-7,7,-7,7,-7,7.5,-7.5,5.5,-5.5,7,-7,,,,,,
2011,141,1160,1245,9,10.5,-10.5,10.5,-10.5,11,-11,10.5,-10.5,10.5,-10.5,10.5,-10.5,10.5,-10.5,,,,,,
2011,141,1190,1325,5.5,5,-5,4.5,-4.5,5.5,-5.5,5,-5,5.5,-5.5,5,-5,5.5,-5.5,,,,,,
2011,141,1233,1138,8,10,-10,10,-10,10.5,-10.5,9.5,-9.5,9.5,-9.5,9.5,-9.5,9,-9,,,,,,
